Date,Campaign,Region,Spend,Impressions,ActionKey
2025-10-17,Mess FB - 2,Bắc Giang Province,720,14,
2025-10-17,Mess FB - 2,Bắc Kạn Province,48,5,
2025-10-17,Mess FB - 2,Bắc Ninh Province,329,8,
2025-10-17,Mess FB - 2,Bến Tre Province,417,18,
2025-10-17,Mess FB - 2,Cao Bằng Province,1335,15,
2025-10-17,Mess FB - 2,Cà Mau Province,1585,28,
2025-10-17,Mess FB - 2,Cần Thơ,7028,42,
2025-10-17,Mess FB - 2,Da Nang,2597,53,
2025-10-17,Mess FB - 2,Gia Lai Province,785,35,
2025-10-17,Mess FB - 2,Haiphong,7890,32,
2025-10-17,Mess FB - 2,Hanoi,29592,305,
2025-10-17,Mess FB - 2,Ho Chi Minh City,87127,680,
2025-10-17,Mess FB - 2,Hà Giang Province,180,19,
2025-10-17,Mess FB - 2,Hà Nam Province,2038,9,
2025-10-17,Mess FB - 2,Hà Tĩnh Province,416,14,
2025-10-17,Mess FB - 2,Hòa Bình Province,676,23,
2025-10-17,Mess FB - 2,Hưng Yên Province,517,11,
2025-10-17,Mess FB - 2,Hải Dương Province,4229,31,
2025-10-17,Mess FB - 2,Hậu Giang Province,197,8,
2025-10-17,Mess FB - 2,Khánh Hòa Province,1755,29,
2025-10-17,Mess FB - 2,Kiên Giang Province,1457,41,
2025-10-17,Mess FB - 2,Kon Tum Province,998,27,
2025-10-17,Mess FB - 2,Lai Châu Province,173,12,
2025-10-17,Mess FB - 2,Long An Province,632,18,
2025-10-17,Mess FB - 2,Lào Cai Province,1214,27,
2025-10-17,Mess FB - 2,Lâm Đồng Province,1142,35,
2025-10-17,Mess FB - 2,Lạng Sơn Province,372,16,
2025-10-17,Mess FB - 2,Nam Định Province,360,15,
2025-10-17,Mess FB - 2,Nghệ An Province,2437,46,
2025-10-17,Mess FB - 2,Ninh Bình Province,502,11,
2025-10-17,Mess FB - 2,Ninh Thuận Province,932,10,
2025-10-17,Mess FB - 2,Phú Thọ Province,2118,24,
2025-10-17,Mess FB - 2,Phú Yên Province,5520,32,
2025-10-17,Mess FB - 2,Quảng Bình Province,664,10,
2025-10-17,Mess FB - 2,Quảng Nam Province,1304,35,
2025-10-17,Mess FB - 2,Quảng Ngãi Province,2231,27,
2025-10-17,Mess FB - 2,Quảng Ninh Province,473,10,
2025-10-17,Mess FB - 2,Quảng Trị Province,51,6,
2025-10-17,Mess FB - 2,Sóc Trăng Province,4451,48,
2025-10-17,Mess FB - 2,Sơn La Province,852,35,
2025-10-17,Mess FB - 2,Thanh Hóa Province,2745,71,
2025-10-17,Mess FB - 2,Thái Bình Province,1017,20,
2025-10-17,Mess FB - 2,Thái Nguyên Province,652,23,
2025-10-17,Mess FB - 2,Thừa Thiên–Huế Province,544,14,
2025-10-17,Mess FB - 2,Tiền Giang Province,968,18,
2025-10-17,Mess FB - 2,Trà Vinh Province,1639,25,
2025-10-17,Mess FB - 2,Tuyên Quang Province,574,26,
2025-10-17,Mess FB - 2,Tây Ninh Province,654,20,
2025-10-17,Mess FB - 2,Vĩnh Long Province,388,5,
2025-10-17,Mess FB - 2,Vĩnh Phúc Province,273,6,
2025-10-17,Mess FB - 2,Yên Bái Province,295,18,
2025-10-17,Mess FB - 2,Điện Biên Province,575,23,
2025-10-17,Mess FB - 2,Đắk Lắk Province,4720,45,
2025-10-17,Mess FB - 2,Đắk Nông Province,3951,23,
2025-10-17,Mess FB - 2,Đồng Nai Province,3120,58,
2025-10-17,Mess FB - 2,Đồng Tháp Province,928,28,
2025-10-17,Mess IG,An Giang Province,239,5,
2025-10-17,Mess IG,Bà Rịa–Vũng Tàu Province,892,17,
2025-10-17,Mess IG,Bình Dương Province,2838,40,
2025-10-17,Mess IG,Bình Phước Province,356,4,
2025-10-17,Mess IG,Bình Thuận Province,498,11,
2025-10-17,Mess IG,Bình Định Province,791,14,
2025-10-17,Mess IG,Bạc Liêu Province,525,6,
2025-10-17,Mess IG,Bắc Giang Province,310,7,
2025-10-17,Mess IG,Bắc Kạn Province,31,2,
2025-10-17,Mess IG,Bắc Ninh Province,390,16,
2025-10-17,Mess IG,Bến Tre Province,206,3,
2025-10-17,Mess IG,Cao Bằng Province,12,1,
2025-10-17,Mess IG,Cà Mau Province,162,1,
2025-10-17,Mess IG,Cần Thơ,664,17,
2025-10-17,Mess IG,Da Nang,2832,53,
2025-10-17,Mess IG,Gia Lai Province,575,7,
2025-10-17,Mess IG,Haiphong,3237,34,
2025-10-17,Mess IG,Hanoi,76435,398,
2025-10-17,Mess IG,Ho Chi Minh City,125734,1238,
2025-10-17,Mess IG,Hà Giang Province,11,1,
2025-10-17,Mess IG,Hà Nam Province,523,3,
2025-10-17,Mess IG,Hà Tĩnh Province,435,8,
2025-10-17,Mess IG,Hòa Bình Province,232,3,
2025-10-17,Mess IG,Hưng Yên Province,618,8,
2025-10-17,Mess IG,Hải Dương Province,1263,16,
2025-10-17,Mess IG,Hậu Giang Province,71,3,
2025-10-17,Mess IG,Khánh Hòa Province,1630,31,
2025-10-17,Mess IG,Kiên Giang Province,7475,16,
2025-10-17,Mess IG,Kon Tum Province,27,1,
2025-10-17,Mess IG,Long An Province,590,7,
2025-10-17,Mess IG,Lào Cai Province,339,3,
2025-10-17,Mess IG,Lâm Đồng Province,804,16,
2025-10-17,Mess IG,Lạng Sơn Province,181,5,
2025-10-17,Mess IG,Nam Định Province,281,6,
2025-10-17,Mess IG,Nghệ An Province,3903,13,
2025-10-17,Mess IG,Ninh Bình Province,252,6,
2025-10-17,Mess IG,Ninh Thuận Province,119,1,
2025-10-17,Mess IG,Phú Thọ Province,177,6,
2025-10-17,Mess IG,Phú Yên Province,116,3,
2025-10-17,Mess IG,Quảng Bình Province,303,11,
2025-10-17,Mess IG,Quảng Nam Province,2886,24,
2025-10-17,Mess IG,Quảng Ngãi Province,267,7,
2025-10-17,Mess IG,Quảng Ninh Province,1172,19,
2025-10-17,Mess IG,Quảng Trị Province,46,3,
2025-10-17,Mess IG,Sóc Trăng Province,155,6,
2025-10-17,Mess IG,Sơn La Province,177,4,
2025-10-17,Mess IG,Thanh Hóa Province,530,15,
2025-10-17,Mess IG,Thái Bình Province,260,6,
2025-10-17,Mess IG,Thái Nguyên Province,667,16,
2025-10-17,Mess IG,Thừa Thiên–Huế Province,3706,18,
2025-10-17,Mess IG,Tiền Giang Province,119,3,
2025-10-17,Mess IG,Trà Vinh Province,773,7,
2025-10-17,Mess IG,Tuyên Quang Province,61,4,
2025-10-17,Mess IG,Tây Ninh Province,469,9,
2025-10-17,Mess IG,Unknown,98,2,
2025-10-17,Mess IG,Vĩnh Long Province,816,11,
2025-10-17,Mess IG,Vĩnh Phúc Province,529,11,
2025-10-17,Mess IG,Yên Bái Province,43,2,
2025-10-17,Mess IG,Điện Biên Province,189,3,
2025-10-17,Mess IG,Đắk Lắk Province,569,18,
2025-10-17,Mess IG,Đắk Nông Province,220,6,
2025-10-17,Mess IG,Đồng Nai Province,1856,29,
2025-10-17,Mess IG,Đồng Tháp Province,129,5,
2025-10-17,Visit IG,An Giang Province,242,7,
2025-10-17,Visit IG,Bà Rịa–Vũng Tàu Province,510,21,
2025-10-17,Visit IG,Bình Dương Province,1274,26,
2025-10-17,Visit IG,Bình Phước Province,146,8,
2025-10-17,Visit IG,Bình Thuận Province,165,12,
2025-10-17,Visit IG,Bình Định Province,159,12,
2025-10-17,Visit IG,Bạc Liêu Province,139,5,
2025-10-17,Visit IG,Bắc Giang Province,36,3,
2025-10-17,Visit IG,Bắc Kạn Province,15,2,
2025-10-17,Visit IG,Bắc Ninh Province,124,9,
2025-10-17,Visit IG,Bến Tre Province,288,2,
2025-10-17,Visit IG,Cao Bằng Province,49,1,
2025-10-17,Visit IG,Cà Mau Province,23,3,
2025-10-17,Visit IG,Cần Thơ,436,24,
2025-10-17,Visit IG,Da Nang,3074,70,
2025-10-17,Visit IG,Gia Lai Province,70,8,
2025-10-17,Visit IG,Haiphong,494,19,
2025-10-17,Visit IG,Hanoi,9066,264,
2025-10-17,Visit IG,Ho Chi Minh City,45200,992,
2025-10-17,Visit IG,Hà Nam Province,7,1,
2025-10-17,Visit IG,Hòa Bình Province,20,2,
2025-10-17,Visit IG,Hưng Yên Province,196,6,
2025-10-17,Visit IG,Hải Dương Province,224,8,
2025-10-17,Visit IG,Hậu Giang Province,33,2,
2025-10-17,Visit IG,Khánh Hòa Province,1285,60,
2025-10-17,Visit IG,Kiên Giang Province,303,16,
2025-10-17,Visit IG,Kon Tum Province,43,5,
2025-10-17,Visit IG,Long An Province,53,3,
2025-10-17,Visit IG,Lào Cai Province,89,3,
2025-10-17,Visit IG,Lâm Đồng Province,921,26,
2025-10-17,Visit IG,Lạng Sơn Province,31,3,
2025-10-17,Visit IG,Nam Định Province,29,4,
2025-10-17,Visit IG,Nghệ An Province,191,11,
2025-10-17,Visit IG,Ninh Bình Province,12,1,
2025-10-17,Visit IG,Ninh Thuận Province,33,2,
2025-10-17,Visit IG,Phú Thọ Province,62,4,
2025-10-17,Visit IG,Phú Yên Province,210,4,
2025-10-17,Visit IG,Quảng Bình Province,28,3,
2025-10-17,Visit IG,Quảng Nam Province,266,9,
2025-10-17,Visit IG,Quảng Ngãi Province,216,6,
2025-10-17,Visit IG,Quảng Ninh Province,106,9,
2025-10-17,Visit IG,Quảng Trị Province,27,3,
2025-10-17,Visit IG,Sóc Trăng Province,60,3,
2025-10-17,Visit IG,Sơn La Province,54,4,
2025-10-17,Visit IG,Thanh Hóa Province,58,5,
2025-10-17,Visit IG,Thái Bình Province,79,4,
2025-10-17,Visit IG,Thái Nguyên Province,64,5,
2025-10-17,Visit IG,Thừa Thiên–Huế Province,180,11,
2025-10-17,Visit IG,Tiền Giang Province,107,4,
2025-10-17,Visit IG,Trà Vinh Province,15,1,
2025-10-17,Visit IG,Tuyên Quang Province,14,2,
2025-10-17,Visit IG,Tây Ninh Province,126,10,
2025-10-17,Visit IG,Vĩnh Long Province,73,6,
2025-10-17,Visit IG,Vĩnh Phúc Province,97,7,
2025-10-17,Visit IG,Yên Bái Province,5,1,
2025-10-17,Visit IG,Điện Biên Province,23,2,
2025-10-17,Visit IG,Đắk Lắk Province,102,8,
2025-10-17,Visit IG,Đắk Nông Province,97,4,
2025-10-17,Visit IG,Đồng Nai Province,600,25,
2025-10-17,Visit IG,Đồng Tháp Province,24,3,
2025-10-18,Impression FB,Bình Dương Province,19443,4043,
2025-10-18,Impression FB,Hanoi,30412,6497,
2025-10-18,Impression FB,Ho Chi Minh City,31894,7650,
2025-10-18,Impression FB,Kiên Giang Province,21075,4505,
2025-10-18,Impression FB,Long An Province,14837,3083,
2025-10-18,Impression FB,Unknown,89,17,
2025-10-18,Impression FB,Đồng Nai Province,21197,4562,
2025-10-18,Mess FB,An Giang Province,1574,25,
2025-10-18,Mess FB,Bà Rịa–Vũng Tàu Province,4120,20,
2025-10-18,Mess FB,Bình Dương Province,8279,52,
2025-10-18,Mess FB,Bình Phước Province,1397,19,
2025-10-18,Mess FB,Bình Thuận Province,1376,18,
2025-10-18,Mess FB,Bình Định Province,957,20,
2025-10-18,Mess FB,Bạc Liêu Province,474,11,
2025-10-18,Mess FB,Bắc Giang Province,1128,15,
2025-10-18,Mess FB,Bắc Kạn Province,8,1,
2025-10-18,Mess FB,Bắc Ninh Province,463,10,
2025-10-18,Mess FB,Bến Tre Province,2390,14,
2025-10-18,Mess FB,Cao Bằng Province,736,5,
2025-10-18,Mess FB,Cà Mau Province,765,11,
2025-10-18,Mess FB,Cần Thơ,2761,28,
2025-10-18,Mess FB,Da Nang,5536,28,
2025-10-18,Mess FB,Gia Lai Province,413,17,
2025-10-18,Mess FB,Haiphong,1496,23,
2025-10-18,Mess FB,Hanoi,31527,180,
2025-10-18,Mess FB,Ho Chi Minh City,85553,506,
2025-10-18,Mess FB,Hà Giang Province,102,6,
2025-10-18,Mess FB,Hà Nam Province,106,3,
2025-10-18,Mess FB,Hà Tĩnh Province,950,14,
2025-10-18,Mess FB,Hòa Bình Province,1332,8,
2025-10-18,Mess FB,Hưng Yên Province,1621,13,
2025-10-18,Mess FB,Hải Dương Province,1803,21,
2025-10-18,Mess FB,Hậu Giang Province,34,5,
2025-10-18,Mess FB,Khánh Hòa Province,1594,17,
2025-10-18,Mess FB,Kiên Giang Province,8674,27,
2025-10-18,Mess FB,Kon Tum Province,230,4,
2025-10-18,Mess FB,Lai Châu Province,146,4,
2025-10-18,Mess FB,Long An Province,318,10,
2025-10-18,Mess FB,Lào Cai Province,1861,14,
2025-10-18,Mess FB,Lâm Đồng Province,857,11,
2025-10-18,Mess FB,Lạng Sơn Province,584,7,
2025-10-18,Mess FB,Nam Định Province,489,9,
2025-10-18,Mess FB,Nghệ An Province,2956,24,
2025-10-18,Mess FB,Ninh Bình Province,950,8,
2025-10-18,Mess FB,Ninh Thuận Province,302,10,
2025-10-18,Mess FB,Phú Thọ Province,976,18,
2025-10-18,Mess FB,Phú Yên Province,3384,21,
2025-10-18,Mess FB,Quảng Bình Province,179,11,
2025-10-18,Mess FB,Quảng Nam Province,706,18,
2025-10-18,Mess FB,Quảng Ngãi Province,902,14,
2025-10-18,Mess FB,Quảng Ninh Province,796,15,
2025-10-18,Mess FB,Quảng Trị Province,898,14,
2025-10-18,Mess FB,Sóc Trăng Province,2191,12,
2025-10-18,Mess FB,Sơn La Province,356,15,
2025-10-18,Mess FB,Thanh Hóa Province,4764,50,
2025-10-18,Mess FB,Thái Bình Province,453,9,
2025-10-18,Mess FB,Thái Nguyên Province,602,11,
2025-10-18,Mess FB,Thừa Thiên–Huế Province,2707,17,
2025-10-18,Mess FB,Tiền Giang Province,1042,20,
2025-10-18,Mess FB,Trà Vinh Province,392,10,
2025-10-18,Mess FB,Tuyên Quang Province,234,5,
2025-10-18,Mess FB,Tây Ninh Province,1976,15,
2025-10-18,Mess FB,Unknown,19,1,
2025-10-18,Mess FB,Vĩnh Long Province,781,15,
2025-10-18,Mess FB,Vĩnh Phúc Province,1119,7,
2025-10-18,Mess FB,Yên Bái Province,673,13,
2025-10-18,Mess FB,Điện Biên Province,755,6,
2025-10-18,Mess FB,Đắk Lắk Province,2057,18,
2025-10-18,Mess FB,Đắk Nông Province,1256,9,
2025-10-18,Mess FB,Đồng Nai Province,6771,53,
2025-10-18,Mess FB,Đồng Tháp Province,1247,15,
2025-10-18,Mess FB - 2,An Giang Province,2376,76,
2025-10-18,Mess FB - 2,Bà Rịa–Vũng Tàu Province,5645,51,
2025-10-18,Mess FB - 2,Bình Dương Province,3233,103,
2025-10-18,Mess FB - 2,Bình Phước Province,1525,70,
2025-10-18,Mess FB - 2,Bình Thuận Province,3714,47,
2025-10-18,Mess FB - 2,Bình Định Province,470,33,
2025-10-18,Mess FB - 2,Bạc Liêu Province,415,23,
2025-10-18,Mess FB - 2,Bắc Giang Province,1459,47,
2025-10-18,Mess FB - 2,Bắc Kạn Province,567,32,
2025-10-18,Mess FB - 2,Bắc Ninh Province,994,23,
2025-10-18,Mess FB - 2,Bến Tre Province,843,33,
2025-10-18,Mess FB - 2,Cao Bằng Province,662,43,
2025-10-18,Mess FB - 2,Cà Mau Province,858,53,
2025-10-18,Mess FB - 2,Cần Thơ,5629,51,
2025-10-18,Mess FB - 2,Da Nang,1922,37,
2025-10-18,Mess FB - 2,Gia Lai Province,1054,63,
2025-10-18,Mess FB - 2,Haiphong,6768,47,
2025-10-18,Mess FB - 2,Hanoi,31693,339,
2025-10-18,Mess FB - 2,Ho Chi Minh City,68688,624,
2025-10-18,Mess FB - 2,Hà Giang Province,648,53,
2025-10-18,Mess FB - 2,Hà Nam Province,714,17,
2025-10-18,Mess FB - 2,Hà Tĩnh Province,529,27,
2025-10-18,Mess FB - 2,Hòa Bình Province,695,42,
2025-10-18,Mess FB - 2,Hưng Yên Province,408,24,
2025-10-18,Mess FB - 2,Hải Dương Province,694,35,
2025-10-18,Mess FB - 2,Hậu Giang Province,403,20,
2025-10-18,Mess FB - 2,Khánh Hòa Province,2022,43,
2025-10-18,Mess FB - 2,Kiên Giang Province,2815,67,
2025-10-18,Mess FB - 2,Kon Tum Province,1426,58,
2025-10-18,Mess FB - 2,Lai Châu Province,666,55,
2025-10-18,Mess FB - 2,Long An Province,2383,51,
2025-10-18,Mess FB - 2,Lào Cai Province,751,54,
2025-10-18,Mess FB - 2,Lâm Đồng Province,3650,88,
2025-10-18,Mess FB - 2,Lạng Sơn Province,835,29,
2025-10-18,Mess FB - 2,Nam Định Province,551,27,
2025-10-18,Mess FB - 2,Nghệ An Province,3361,101,
2025-10-18,Mess FB - 2,Ninh Bình Province,211,12,
2025-10-18,Mess FB - 2,Ninh Thuận Province,223,19,
2025-10-18,Mess FB - 2,Phú Thọ Province,3390,66,
2025-10-18,Mess FB - 2,Phú Yên Province,3765,39,
2025-10-18,Mess FB - 2,Quảng Bình Province,453,23,
2025-10-18,Mess FB - 2,Quảng Nam Province,2248,70,
2025-10-18,Mess FB - 2,Quảng Ngãi Province,2216,42,
2025-10-18,Mess FB - 2,Quảng Ninh Province,526,19,
2025-10-18,Mess FB - 2,Quảng Trị Province,410,39,
2025-10-18,Mess FB - 2,Sóc Trăng Province,2623,46,
2025-10-18,Mess FB - 2,Sơn La Province,1792,146,
2025-10-18,Mess FB - 2,Thanh Hóa Province,2956,130,
2025-10-18,Mess FB - 2,Thái Bình Province,499,26,
2025-10-18,Mess FB - 2,Thái Nguyên Province,828,30,
2025-10-18,Mess FB - 2,Thừa Thiên–Huế Province,691,28,
2025-10-18,Mess FB - 2,Tiền Giang Province,2895,59,
2025-10-18,Mess FB - 2,Trà Vinh Province,606,29,
2025-10-18,Mess FB - 2,Tuyên Quang Province,908,47,
2025-10-18,Mess FB - 2,Tây Ninh Province,1141,36,
2025-10-18,Mess FB - 2,Unknown,51,2,
2025-10-18,Mess FB - 2,Vĩnh Long Province,393,28,
2025-10-18,Mess FB - 2,Vĩnh Phúc Province,616,25,
2025-10-18,Mess FB - 2,Yên Bái Province,682,52,
2025-10-18,Mess FB - 2,Điện Biên Province,1633,91,
2025-10-18,Mess FB - 2,Đắk Lắk Province,2169,59,
2025-10-18,Mess FB - 2,Đắk Nông Province,2694,57,
2025-10-18,Mess FB - 2,Đồng Nai Province,5694,150,
2025-10-18,Mess FB - 2,Đồng Tháp Province,1990,52,
2025-10-18,Mess IG,Bà Rịa–Vũng Tàu Province,192,2,
2025-10-18,Mess IG,Bình Dương Province,1151,6,
2025-10-18,Mess IG,Bình Phước Province,145,2,
2025-10-18,Mess IG,Bình Thuận Province,847,4,
2025-10-18,Mess IG,Bình Định Province,138,1,
2025-10-18,Mess IG,Bạc Liêu Province,922,2,
2025-10-18,Mess IG,Bắc Giang Province,216,2,
2025-10-18,Mess IG,Bắc Kạn Province,190,1,
2025-10-18,Mess IG,Cần Thơ,239,5,
2025-10-18,Mess IG,Da Nang,874,10,
2025-10-18,Mess IG,Gia Lai Province,32,1,
2025-10-18,Mess IG,Haiphong,626,9,
2025-10-18,Mess IG,Hanoi,15331,87,
2025-10-18,Mess IG,Ho Chi Minh City,43536,216,
2025-10-18,Mess IG,Hà Nam Province,120,1,
2025-10-18,Mess IG,Hà Tĩnh Province,250,4,
2025-10-18,Mess IG,Hải Dương Province,368,2,
2025-10-18,Mess IG,Khánh Hòa Province,679,8,
2025-10-18,Mess IG,Kiên Giang Province,479,1,
2025-10-18,Mess IG,Long An Province,69,1,
2025-10-18,Mess IG,Lâm Đồng Province,105,2,
2025-10-18,Mess IG,Nghệ An Province,283,5,
2025-10-18,Mess IG,Ninh Bình Province,176,3,
2025-10-18,Mess IG,Phú Thọ Province,53,1,
2025-10-18,Mess IG,Phú Yên Province,422,2,
2025-10-18,Mess IG,Quảng Nam Province,255,5,
2025-10-18,Mess IG,Quảng Ngãi Province,70,2,
2025-10-18,Mess IG,Quảng Ninh Province,89,3,
2025-10-18,Mess IG,Thanh Hóa Province,55,2,
2025-10-18,Mess IG,Thừa Thiên–Huế Province,40,2,
2025-10-18,Mess IG,Tiền Giang Province,19,1,
2025-10-18,Mess IG,Trà Vinh Province,133,3,
2025-10-18,Mess IG,Tuyên Quang Province,53,2,
2025-10-18,Mess IG,Tây Ninh Province,237,2,
2025-10-18,Mess IG,Vĩnh Long Province,264,2,
2025-10-18,Mess IG,Vĩnh Phúc Province,103,1,
2025-10-18,Mess IG,Yên Bái Province,16,1,
2025-10-18,Mess IG,Đắk Lắk Province,56,1,
2025-10-18,Mess IG,Đồng Nai Province,198,4,
2025-10-18,Visit IG,An Giang Province,520,26,
2025-10-18,Visit IG,Bà Rịa–Vũng Tàu Province,481,23,
2025-10-18,Visit IG,Bình Dương Province,752,32,
2025-10-18,Visit IG,Bình Phước Province,79,6,
2025-10-18,Visit IG,Bình Thuận Province,171,14,
2025-10-18,Visit IG,Bình Định Province,106,6,
2025-10-18,Visit IG,Bạc Liêu Province,59,4,
2025-10-18,Visit IG,Bắc Giang Province,59,8,
2025-10-18,Visit IG,Bắc Kạn Province,12,1,
2025-10-18,Visit IG,Bắc Ninh Province,336,20,
2025-10-18,Visit IG,Bến Tre Province,508,8,
2025-10-18,Visit IG,Cao Bằng Province,22,2,
2025-10-18,Visit IG,Cà Mau Province,21,2,
2025-10-18,Visit IG,Cần Thơ,551,42,
2025-10-18,Visit IG,Da Nang,2075,112,
2025-10-18,Visit IG,Gia Lai Province,256,12,
2025-10-18,Visit IG,Haiphong,1278,52,
2025-10-18,Visit IG,Hanoi,19835,638,
2025-10-18,Visit IG,Ho Chi Minh City,57275,1583,
2025-10-18,Visit IG,Hà Giang Province,12,1,
2025-10-18,Visit IG,Hà Nam Province,45,3,
2025-10-18,Visit IG,Hà Tĩnh Province,52,5,
2025-10-18,Visit IG,Hòa Bình Province,25,3,
2025-10-18,Visit IG,Hưng Yên Province,108,8,
2025-10-18,Visit IG,Hải Dương Province,820,16,
2025-10-18,Visit IG,Hậu Giang Province,15,2,
2025-10-18,Visit IG,Khánh Hòa Province,1210,68,
2025-10-18,Visit IG,Kiên Giang Province,622,23,
2025-10-18,Visit IG,Kon Tum Province,54,6,
2025-10-18,Visit IG,Long An Province,118,8,
2025-10-18,Visit IG,Lào Cai Province,47,4,
2025-10-18,Visit IG,Lâm Đồng Province,580,34,
2025-10-18,Visit IG,Lạng Sơn Province,48,6,
2025-10-18,Visit IG,Nam Định Province,441,11,
2025-10-18,Visit IG,Nghệ An Province,342,22,
2025-10-18,Visit IG,Ninh Bình Province,52,6,
2025-10-18,Visit IG,Ninh Thuận Province,100,6,
2025-10-18,Visit IG,Phú Thọ Province,92,7,
2025-10-18,Visit IG,Phú Yên Province,626,10,
2025-10-18,Visit IG,Quảng Bình Province,57,8,
2025-10-18,Visit IG,Quảng Nam Province,252,18,
2025-10-18,Visit IG,Quảng Ngãi Province,149,9,
2025-10-18,Visit IG,Quảng Ninh Province,730,28,
2025-10-18,Visit IG,Quảng Trị Province,68,5,
2025-10-18,Visit IG,Sóc Trăng Province,341,8,
2025-10-18,Visit IG,Sơn La Province,90,7,
2025-10-18,Visit IG,Thanh Hóa Province,329,17,
2025-10-18,Visit IG,Thái Bình Province,155,13,
2025-10-18,Visit IG,Thái Nguyên Province,662,16,
2025-10-18,Visit IG,Thừa Thiên–Huế Province,604,25,
2025-10-18,Visit IG,Tiền Giang Province,129,10,
2025-10-18,Visit IG,Trà Vinh Province,148,5,
2025-10-18,Visit IG,Tuyên Quang Province,76,4,
2025-10-18,Visit IG,Tây Ninh Province,501,16,
2025-10-18,Visit IG,Unknown,15,2,
2025-10-18,Visit IG,Vĩnh Long Province,141,10,
2025-10-18,Visit IG,Vĩnh Phúc Province,61,7,
2025-10-18,Visit IG,Yên Bái Province,51,4,
2025-10-18,Visit IG,Điện Biên Province,8,1,
2025-10-18,Visit IG,Đắk Lắk Province,400,25,
2025-10-18,Visit IG,Đắk Nông Province,126,5,
2025-10-18,Visit IG,Đồng Nai Province,584,30,
2025-10-18,Visit IG,Đồng Tháp Province,544,20,
2025-10-19,Impression FB,Bình Dương Province,28974,5524,
2025-10-19,Impression FB,Hanoi,37320,7143,
2025-10-19,Impression FB,Ho Chi Minh City,37378,7279,
2025-10-19,Impression FB,Kiên Giang Province,30529,5696,
2025-10-19,Impression FB,Long An Province,22946,4319,
2025-10-19,Impression FB,Unknown,6,1,
2025-10-19,Impression FB,Đồng Nai Province,31728,6043,
2025-10-19,Mess FB,An Giang Province,3003,37,
2025-10-19,Mess FB,Bà Rịa–Vũng Tàu Province,16729,40,
2025-10-19,Mess FB,Bình Dương Province,15799,66,
2025-10-19,Mess FB,Bình Phước Province,2014,24,
